Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Storage Type,RAM,Storage Capacity,Customer Name,Customer Surname,Customer Contact Number,Customer Email Address,Sales Person Name,Sales Person Department,Payment Method,Channel,Priority,Cost Price,Sale Price,Discount Amount,Finance Amount,Credit Score,Cost of Repairs,Total Sales per Employee,PC Market Price,Purchase Date,Ship Date
Africa,Tanzania,Katavi,Mini Tech,3,Acer,Chromebook Spin 311,HDD,16GB,500GB,David,Lowery,(987)428-5819x2567,maryduarte@example.com,Mitchell Atkins,New Sales,Finance,Online,Low,27252,32062,924,5202,502,0,456,27366,2022-03-31,2022-04-08
Africa,Ghana,Brong-Ahafo,KyaSand Tech Gadgets,4,Samsung,Galaxy Book S,HDD,4GB,256GB,Elizabeth,Smith,(599)594-2211,briannacordova@example.net,Jonathan Miller,Returns,Finance,Offline,Medium,24544,27856,969,19753,438,0,32,27347,2022-03-08,N/A
North America,Illinois,Tinley Park,ABC Computers,3,HP,Envy,SSD,4GB,1TB,Robert,Hernandez,001-489-083-9271,dawn93@example.com,Glenda Cohen,Returns,Cash,Online,Medium,22615,25636,835,0,511,0,59,25259,2021-09-01,2021-09-18
North America,California,Santa Ana,S & A Computer Place,10,Acer,Spin 5,HDD,16GB,1TB,Joshua,Terrell,001-113-825-1030x3622,juannavarro@example.net,Alyssa Martinez,Second-hand Sales,Finance,Offline,High,21877,26655,418,33812,821,0,335,25027,2023-07-06,N/A
North America,Illinois,Berwyn,KyaSand Tech Gadgets,8,Microsoft,Surface Studio,SSD,16GB,1TB,Cynthia,Short,(809)399-7684,jhaynes@example.com,Katie Fernandez,Repairs,Cash,Offline,High,25396,28182,820,0,664,3652,413,27160,2023-09-04,N/A
Africa,Ghana,Volta,ABC Computers,9,Lenovo,IdeaPad Flex 5,HDD,16GB,1TB,Ashley,Nelson,+1-050-918-3831,julieromero@example.com,Jessica Morgan,Repairs,Finance,Offline,Medium,18148,21599,432,5739,749,4974,272,20218,2022-08-10,N/A
Africa,Botswana,South-East,Benjis Tech,1,Toshiba,Chromebook,SSD,8GB,256GB,Erik,Mejia,+1-341-480-7347x62436,avasquez@example.com,Sarah Riley,Second-hand Sales,Finance,Offline,Low,23956,28197,222,19954,512,0,72,27604,2022-10-03,N/A
North America,Illinois,Orland Park,CK Tech Store,6,Samsung,Notebook Flash,HDD,8GB,1TB,Lawrence,Dunn,638.564.5068x9971,duranjennifer@example.com,Jason Phillips,Repairs,Bank Transfer,Online,Low,11659,15641,629,0,519,2749,332,12396,2023-02-28,2023-03-25
North America,California,Anaheim,Western International PCs,6,MSI,Modern 15,HDD,8GB,500GB,Michael,Costa,001-950-778-3412,anthonywalker@example.net,Andrew Miranda,Second-hand Sales,Cash,Online,Medium,14242,17012,556,0,416,0,223,14299,2023-02-04,2023-02-19
Africa,Morocco,Agadir-Ida Ou Tanane,ABC Computers,6,Dell,Latitude,HDD,2GB,500GB,Stephen,Harris,2519487031,sextonbrian@example.org,Emma Scott,Returns,Bank Transfer,Online,High,13331,17317,300,0,435,0,645,15946,2022-10-11,2022-10-26
North America,New York,New York,CK Tech Store,5,Asus,Chromebook Flip C434,HDD,4GB,256GB,Mary,Stewart,(527)430-6888x09476,angelachambers@example.com,Sean Guerrero,Returns,Cash,Online,High,11318,13634,945,0,687,0,179,12829,2023-03-19,2023-04-01
Africa,Tanzania,Ruvuma,Ricks Computers,1,Asus,ROG Zephyrus S GX701,HDD,4GB,1TB,Tina,Wood,582-747-9669,rachelturner@example.net,David Osborn,Returns,Finance,Online,Medium,8211,10214,240,12045,426,0,309,8286,2023-02-11,2023-03-07
Africa,Ghana,Upper East,KyaSand Tech Gadgets,5,Acer,Aspire 7,SSD,8GB,500GB,Susan,Morgan,858-937-6992,victoria36@example.com,Kevin Lee,New Sales,Cash,Offline,Medium,11354,15642,651,0,682,0,64,14269,2023-10-26,N/A
Africa,Angola,Lunda Norte,Greens Laptops and PCs,8,Microsoft,Surface Laptop,SSD,4GB,256GB,Joshua,Dixon,001-593-134-9142x1523,stephanie28@example.com,Lori Anderson,New Sales,Bank Transfer,Offline,High,22857,26615,829,0,694,0,654,26126,2022-12-06,N/A
Africa,Morocco,Fes,Western International PCs,2,Acer,Aspire 7,SSD,4GB,1TB,Nathaniel,Garcia,8305639632,kevinluna@example.org,Adam Schwartz,Repairs,Cash,Offline,Medium,2614,5464,392,0,573,1063,571,4728,2022-12-18,N/A
North America,Texas,Laredo,DEF Machines,1,MSI,P65 Creator,SSD,2GB,1TB,John,Donovan,001-410-812-2182x616,williamdavis@example.com,Ashley Wright,New Sales,Cash,Offline,Low,15217,17224,36,0,845,0,950,16306,2022-10-14,N/A
Africa,Morocco,Taroudant,Greens Laptops and PCs,4,Microsoft,Surface Neo,SSD,8GB,500GB,William,Gregory,001-840-246-9513x31980,browningwendy@example.com,Emma Scott,New Sales,Cash,Offline,High,3538,6982,582,0,626,0,902,5316,2024-01-27,N/A
North America,Michigan,Holland,ABC Computers,7,HP,Chromebook,SSD,4GB,256GB,Candice,Carney,(606)755-5573x8325,fletchererica@example.org,Erika Larsen,Repairs,Cash,Offline,Medium,23335,25556,189,0,655,2017,725,25390,2022-02-03,N/A
North America,Georgia,Alpharetta,Jacks Hardware,9,Toshiba,Qosmio,HDD,16GB,500GB,Micheal,Myers,797-279-0968,zacharymurray@example.net,Christine Ramirez,Returns,Cash,Offline,Medium,17800,21632,297,0,481,0,272,19515,2021-08-05,N/A
North America,Illinois,Hoffman Estates,KyaSand Tech Gadgets,4,Microsoft,Surface Laptop,SSD,16GB,500GB,Lori,Thomas,694-603-8425x5802,jonesrobin@example.com,Katie Fernandez,New Sales,Bank Transfer,Online,Medium,20796,25204,679,0,427,0,213,24642,2022-10-03,2022-10-30
North America,Ohio,Westerville,DEF Machines,9,Toshiba,Portege,SSD,4GB,1TB,Natalie,Russell,(408)123-5192,adam75@example.org,Mr. Nathan Douglas,New Sales,Cash,Online,Medium,21871,25022,402,0,722,0,401,22692,2022-01-19,2022-02-06
Africa,Angola,Benguela,A & A PCs,6,Dell,Precision,HDD,8GB,500GB,Stephanie,Dougherty,(285)883-3255x80732,steven25@example.com,Hector Robertson,Repairs,Finance,Offline,Low,22857,25277,919,34908,602,3842,998,23624,2022-12-02,N/A
Africa,Tanzania,Pemba Kaskazini,LJ Computers,4,Apple,Apple MacBook Air,HDD,8GB,500GB,Lynn,Palmer,864.856.9286,stephaniebullock@example.com,Alicia Evans,Repairs,Bank Transfer,Online,Medium,24114,27842,574,0,448,3477,470,26456,2021-08-15,2021-09-01
Africa,Angola,Benguela,Western International PCs,5,Dell,Precision,SSD,2GB,256GB,Kenneth,Carroll,(686)071-7013x4475,fergusonanthony@example.org,Hector Robertson,New Sales,Finance,Offline,High,15648,20572,963,27301,412,0,200,19439,2022-11-03,N/A
North America,Pennsylvania,Bethlehem,Ricks Computers,5,Samsung,Notebook 9 Pro,SSD,4GB,256GB,Victor,Sawyer,(531)006-3644x6220,robertsonkayla@example.org,Carl Davis,Second-hand Sales,Bank Transfer,Offline,Low,11611,15028,320,0,553,0,239,11928,2021-08-17,N/A
Africa,Angola,Huambo,Benjis Tech,8,HP,Elitebook,SSD,4GB,256GB,Michael,Patel,+1-921-232-6931x43861,diane22@example.org,James Thornton,Second-hand Sales,Finance,Offline,High,18090,22909,163,15733,587,0,739,21669,2022-09-18,N/A
Africa,Kenya,Turkana,DEF Machines,5,Apple,Apple MacBook Pro,SSD,4GB,256GB,Rachel,Glass,126.913.7785x754,parkeryolanda@example.net,Cassandra Mcmillan,New Sales,Cash,Offline,High,26229,29903,382,0,587,0,755,27454,2021-04-20,N/A
Africa,Angola,Namibe,ABC Computers,10,Microsoft,Surface Book,SSD,8GB,256GB,Jeffrey,Olson,815-812-8779x3737,edwarddaniels@example.org,Kimberly Duncan,New Sales,Finance,Offline,High,13273,15898,130,41654,430,0,398,14050,2022-02-27,N/A
Africa,Morocco,Assa-Zag,Ricks Computers,2,Asus,ROG Zephyrus S GX701,HDD,8GB,1TB,Matthew,Nelson,+1-889-239-4611x1555,amanda06@example.com,Adam Schwartz,Second-hand Sales,Bank Transfer,Offline,Low,25222,30012,601,0,679,0,274,28936,2023-09-28,N/A
North America,Ohio,Euclid,Western International PCs,6,Asus,Chromebook Flip C434,SSD,4GB,500GB,Karen,Ortega,001-874-698-6990x68883,charles86@example.com,Roger Cole,Second-hand Sales,Finance,Offline,High,12638,15895,888,10324,483,0,356,13103,2021-07-24,N/A
North America,Texas,Frisco,Jacks Hardware,5,Acer,Swift 3,SSD,8GB,1TB,Brianna,Cruz,001-163-997-8033x97880,vserrano@example.net,Lauren Morales,Repairs,Cash,Offline,Medium,14998,19714,399,0,836,3290,922,19357,2021-07-27,N/A
Africa,Morocco,Laayoune-Sakia El Hamra,Western International PCs,2,Toshiba,Qosmio,HDD,4GB,256GB,Rebecca,Andrews,001-727-951-1477,whoward@example.org,Gina Day,Second-hand Sales,Cash,Offline,High,6927,10698,724,0,848,0,13,8634,2022-01-01,N/A
North America,Pennsylvania,Williamsport,A & A PCs,3,HP,Spectre,SSD,8GB,256GB,Jerry,Doyle,729-186-3406x512,schneidermicheal@example.com,Beth James,Second-hand Sales,Finance,Offline,Low,6538,11374,605,10956,557,0,937,9176,2023-10-26,N/A
North America,Pennsylvania,Lancaster,Mini Tech,3,Apple,Apple Macintosh Classic,HDD,4GB,256GB,Jacob,Mills,858-901-6124x696,dominguezcaleb@example.net,Leah Watts,New Sales,Bank Transfer,Online,Medium,4792,8199,20,0,672,0,171,7047,2023-10-24,2023-10-26
North America,Florida,Tallahassee,CK Tech Store,7,Acer,Swift 3,SSD,8GB,1TB,Kenneth,Leon,001-720-541-8068x7533,joshuafitzpatrick@example.com,Rachel Rowe,Second-hand Sales,Finance,Offline,High,24169,27570,911,30051,667,0,856,26163,2023-10-06,N/A
North America,North Carolina,Hickory,Western International PCs,6,Asus,VivoBook Flip 14,HDD,8GB,256GB,Samantha,Green,+1-199-746-7671x3307,glynch@example.net,Tamara Clark,Repairs,Bank Transfer,Offline,Medium,24789,28637,308,0,569,2750,629,25423,2021-06-22,N/A
Africa,Angola,Luanda,Mini Tech,7,Toshiba,Dynabook,SSD,16GB,500GB,David,Clayton,(669)889-4344,matthew40@example.org,Kimberly Duncan,Repairs,Finance,Offline,High,28971,33885,526,41311,702,2054,840,32105,2021-10-28,N/A
Africa,Morocco,Guelmim-Oued Noun,Jacks Hardware,7,MSI,GP76 Leopard,SSD,4GB,1TB,Daniel,Massey,4068050296,loveangela@example.org,Jessica Thomas,Returns,Bank Transfer,Offline,High,12813,17794,752,0,432,0,359,14021,2023-05-29,N/A
North America,Pennsylvania,Altoona,GH PC Shop,7,Acer,ConceptD 5,SSD,2GB,500GB,Allison,English,(307)132-1331x751,reidshawn@example.com,Lisa Graham,New Sales,Cash,Online,Low,6516,10082,898,0,709,0,810,8288,2023-12-01,2023-12-23
Africa,Ethiopia,Dire Dawa,Benjis Tech,10,Acer,Predator Triton 500,HDD,4GB,256GB,Kimberly,Hill,159.434.5992x1933,tsanford@example.org,Kenneth Herring,New Sales,Bank Transfer,Online,High,25889,29194,643,0,427,0,332,28662,2022-07-23,2022-07-29
Africa,Nigeria,Niger,A & A PCs,9,Toshiba,Qosmio,HDD,4GB,256GB,Barbara,Nash,483-386-9201,michael73@example.net,Mary Shaw,Second-hand Sales,Cash,Offline,Medium,15165,18507,732,0,528,0,529,17806,2023-11-11,N/A
North America,Florida,Palm Bay,DEF Machines,2,Samsung,Notebook Flash,HDD,2GB,1TB,Angela,Smith,856.162.2886,kramermichael@example.net,Mark Evans,Second-hand Sales,Finance,Online,Low,3179,5578,355,1148,820,0,889,4518,2023-08-07,2023-08-28
Africa,Morocco,Safi,Ricks Computers,6,Toshiba,Chromebook,HDD,2GB,1TB,Gregory,Lewis,524-959-5651x617,lyates@example.com,Gina Day,New Sales,Cash,Online,High,8586,13566,583,0,618,0,288,12555,2024-01-15,2024-01-24
Africa,Nigeria,Osun,Benjis Tech,2,MSI,GF63 Thin,HDD,16GB,1TB,Mark,Spears,+1-890-112-2739x35370,melvin44@example.net,Pamela Morgan,Returns,Finance,Online,High,11690,14588,684,29780,672,0,40,12771,2023-05-14,2023-05-27
North America,Ohio,Middletown,Greens Laptops and PCs,8,Lenovo,ThinkPad P15s,SSD,4GB,1TB,Deborah,Miller,(368)982-1775x8488,allenstephen@example.org,Roger Cole,Returns,Bank Transfer,Offline,High,28834,33044,107,0,599,0,245,32560,2022-01-25,N/A
North America,Ohio,Youngstown,Western International PCs,8,Microsoft,Surface Laptop,HDD,4GB,1TB,Larry,Olsen,+1-514-212-9242x95045,kristinbutler@example.net,Jason Gentry,New Sales,Bank Transfer,Online,High,15725,18561,555,0,540,0,656,15764,2021-04-09,2021-04-15
Africa,Nigeria,Anambra,Ricks Computers,3,Lenovo,IdeaPad Flex 5,HDD,4GB,256GB,Kent,Hall,1743422709,nealcraig@example.org,Collin Bryant,Repairs,Finance,Online,High,14301,17168,133,2846,698,3838,407,14580,2021-09-29,2021-10-17
North America,Pennsylvania,Oil City,GH PC Shop,5,HP,Stream,SSD,16GB,500GB,Christopher,Rice,+1-553-244-6161,benjamin14@example.net,Leah Watts,New Sales,Cash,Online,Low,20691,23748,718,0,749,0,515,20713,2021-12-06,2021-12-18
Africa,South Africa,Northern Cape,Ricks Computers,7,MSI,Alpha 15,SSD,16GB,1TB,Jessica,Gonzales,+1-045-846-2512x329,judy98@example.com,Daniel Lane,Repairs,Bank Transfer,Offline,Medium,28779,31967,940,0,826,3604,159,31664,2023-06-02,N/A
North America,Michigan,Holland,Mini Tech,4,MSI,GE76 Raider,SSD,8GB,500GB,Amanda,Conner,(974)100-6213x5591,yhaney@example.net,Casey Dunn,Second-hand Sales,Finance,Online,Medium,26448,31337,40,29227,774,0,246,28014,2021-04-27,2021-05-09
Africa,Egypt,Minya,Frankies Hardware and Software,10,HP,Chromebook,HDD,16GB,1TB,Isaac,Gonzalez,510-494-5389,nathan38@example.org,Allison Gilbert,New Sales,Finance,Online,High,7280,9383,865,27741,643,0,396,7676,2022-01-20,2022-02-07
Africa,Ethiopia,Amhara,KyaSand Tech Gadgets,2,Dell,Vostro,HDD,8GB,256GB,James,Watkins,672.694.1729x4599,colton97@example.com,Jacob Spencer,Second-hand Sales,Bank Transfer,Offline,Low,5176,7901,14,0,704,0,696,5759,2022-01-03,N/A
Africa,Nigeria,Ogun,Benjis Tech,1,Apple,Apple Mac Pro,HDD,8GB,500GB,Cassandra,Sanders,+1-777-298-2232x87444,kathleen40@example.net,Diana Waters,Repairs,Bank Transfer,Online,Medium,29303,33907,401,0,673,1627,396,33407,2023-01-30,2023-02-23
Africa,Kenya,Baringo,KyaSand Tech Gadgets,2,Lenovo,IdeaPad 5,SSD,8GB,500GB,Elizabeth,Smith,+1-382-118-7990x73535,andersonmaria@example.net,Amy Johnson,Repairs,Bank Transfer,Offline,High,7182,11546,895,0,452,2177,430,9612,2022-04-14,N/A
Africa,Tanzania,Ruvuma,Greens Laptops and PCs,7,Microsoft,Surface Laptop,HDD,2GB,256GB,Rhonda,Taylor,(985)259-4439x98216,jking@example.com,Mitchell Atkins,Repairs,Bank Transfer,Offline,Low,7762,10541,929,0,576,4898,336,8941,2023-12-20,N/A
Africa,Morocco,Berkane,S & A Computer Place,4,Apple,Apple Lisa,SSD,2GB,1TB,Dale,Brown,+1-962-393-6885x56661,scottmartinez@example.org,Brian Johnson,Returns,Bank Transfer,Online,High,28302,31332,69,0,713,0,464,29712,2022-12-14,2023-01-03
North America,Florida,Hialeah,A & A PCs,8,Microsoft,Surface Duo,HDD,4GB,1TB,Jessica,Meyers,788-595-7958x4056,nbradford@example.com,Mary Kidd,Repairs,Cash,Online,High,6283,9932,326,0,652,2478,648,9234,2022-09-29,2022-10-28
North America,Georgia,Statesboro,GHI Machines,3,Dell,XPS,SSD,2GB,500GB,Robert,Richards,001-289-468-2899,murraymonique@example.com,Christine Ramirez,Second-hand Sales,Cash,Online,Medium,6249,10694,907,0,689,0,389,7265,2021-08-24,2021-09-14
Africa,Nigeria,Ogun,Ricks Computers,2,Samsung,Notebook 5,HDD,2GB,500GB,Jackie,Garcia,001-572-344-8670x241,ovasquez@example.net,Brian Gonzales,Returns,Finance,Online,Medium,28935,31625,319,43466,607,0,386,29823,2023-04-24,2023-05-03
North America,California,Irvine,ABC Computers,5,Samsung,Galaxy Book S,HDD,4GB,500GB,Deborah,Ayala,+1-200-206-3183,andrewstodd@example.net,Rachel Mitchell,New Sales,Bank Transfer,Offline,Medium,28474,31455,801,0,437,0,205,30411,2022-07-07,N/A
North America,North Carolina,Raleigh,DEF Machines,3,Toshiba,Portege,HDD,2GB,500GB,Troy,Alvarez,(211)823-4197x097,jamesgarcia@example.net,Eric Hall,Repairs,Finance,Online,Medium,23894,28885,812,36348,445,4636,897,25466,2023-08-20,2023-09-19
North America,Pennsylvania,Hermitage,ABC Computers,4,Asus,ZenBook Flip S UX371,SSD,8GB,1TB,Stacy,Gregory,(450)669-9950x46427,joneslisa@example.com,Nathan Villarreal,New Sales,Cash,Online,Low,4270,7519,236,0,573,0,797,5176,2022-05-29,2022-06-06
North America,Pennsylvania,Allentown,Benjis Tech,9,Toshiba,Qosmio,SSD,4GB,256GB,William,Johnson,877-994-7320x4210,ngoodman@example.net,Thomas Perry,New Sales,Bank Transfer,Offline,Medium,6911,9903,107,0,667,0,915,8286,2023-07-05,N/A
North America,Pennsylvania,Bethlehem,LJ Computers,4,Samsung,Notebook Flash,HDD,16GB,1TB,Matthew,Hall,(879)583-1745,taylorkenneth@example.org,Nathan Villarreal,Second-hand Sales,Bank Transfer,Online,Low,23044,25110,657,0,739,0,922,23377,2022-10-23,2022-10-24
Africa,Ethiopia,Tigray,A & A PCs,6,Microsoft,Surface Duo,HDD,2GB,256GB,Christopher,Shah,680-371-6790,perryangela@example.org,Michael Summers,Second-hand Sales,Finance,Offline,High,16091,18265,750,18402,630,0,891,16766,2022-08-01,N/A
Africa,Angola,Luanda,GHI Machines,10,Lenovo,ThinkPad X1 Carbon,HDD,2GB,500GB,Autumn,Hall,966.864.3653x1566,mwallace@example.net,Kenneth Willis,Repairs,Cash,Offline,Medium,3642,7931,771,0,727,1275,87,6151,2022-01-01,N/A
Africa,South Africa,Mpumalanga,GH PC Shop,8,Apple,Apple Mac Pro,SSD,4GB,500GB,Henry,Pineda,284-948-3585,barbara02@example.com,Jonathan Huang,New Sales,Finance,Offline,Medium,29566,34207,483,4811,803,0,222,32577,2022-09-10,N/A
North America,North Carolina,New Bern,Frankies Hardware and Software,4,Asus,ProArt StudioBook Pro X,HDD,8GB,1TB,Eric,Shaw,(073)466-1430x341,mistyberry@example.com,Catherine Cuevas,New Sales,Finance,Offline,Medium,23984,28780,869,46847,690,0,744,26756,2023-12-24,N/A
North America,Georgia,East Point,Jacks Hardware,8,HP,Elitebook,HDD,4GB,1TB,Betty,Cohen,052.381.7661,rachelrobinson@example.com,Chris Jones,Second-hand Sales,Finance,Offline,Medium,28847,31780,181,37624,826,0,614,29946,2022-05-05,N/A
Africa,Nigeria,Taraba,Ricks Computers,1,Toshiba,Libretto,HDD,4GB,500GB,Lisa,Garcia,+1-628-997-6631x8318,jacobswesley@example.org,Lisa Morgan,Repairs,Bank Transfer,Offline,Medium,8399,12154,504,0,629,2696,843,11767,2021-09-07,N/A
North America,North Carolina,Charlotte,XYZ Tech,7,Lenovo,IdeaPad Flex 5,SSD,2GB,256GB,Lance,Ingram,591-053-0607,shicks@example.net,Brittany Franklin,Second-hand Sales,Cash,Offline,Medium,9011,13689,741,0,563,0,780,12384,2022-03-13,N/A
North America,Pennsylvania,Monessen,Jacks Hardware,6,Asus,ProArt StudioBook Pro X,HDD,2GB,500GB,Andrea,Smith,(182)484-4878x91351,vclark@example.org,Julia Dodson,Second-hand Sales,Cash,Online,Low,6778,10221,716,0,713,0,583,9144,2022-11-09,2022-11-17
North America,Michigan,Grand Rapids,ABC Computers,10,Lenovo,ThinkPad T14,HDD,8GB,1TB,Kara,Smith,(797)515-7262x919,umarshall@example.net,Veronica Larson,New Sales,Finance,Offline,Medium,12042,14831,116,23841,817,0,736,13853,2022-01-18,N/A
North America,Georgia,Johns Creek,Frankies Hardware and Software,8,MSI,GP65 Leopard,HDD,2GB,1TB,Tina,Carter,719-221-5248,kaylagonzalez@example.net,Ashley Thomas,New Sales,Bank Transfer,Online,Low,8768,13323,162,0,407,0,433,13212,2021-07-19,2021-07-23
North America,Georgia,Douglasville,Western International PCs,3,Dell,Vostro,SSD,16GB,1TB,Rebecca,Davenport,+1-560-137-0846x1242,sara47@example.com,Michael Turner,New Sales,Cash,Offline,Medium,29216,32223,651,0,497,0,320,31945,2023-07-12,N/A
North America,Texas,Dallas,XYZ Tech,10,Acer,Chromebook Spin 311,HDD,2GB,1TB,Megan,Lynch,235-472-1460x8916,nhill@example.com,Melanie Taylor,New Sales,Bank Transfer,Offline,Low,29178,33404,135,0,647,0,633,29471,2023-12-24,N/A
North America,North Carolina,Havelock,CK Tech Store,3,MSI,P65 Creator,SSD,16GB,1TB,Marcus,Salinas,(018)395-7245,alexis67@example.org,Morgan Moore,Second-hand Sales,Bank Transfer,Offline,High,8728,12929,327,0,717,0,73,11519,2022-04-05,N/A
North America,Texas,Odessa,XYZ Tech,4,Lenovo,ThinkPad X13 Yoga,SSD,16GB,1TB,Kayla,Hughes,709.612.4091x917,gary58@example.org,Mike Miranda,Second-hand Sales,Cash,Online,High,15339,17947,617,0,836,0,684,17750,2022-02-01,2022-02-10
North America,Ohio,Euclid,Western International PCs,10,Asus,ROG Strix Scar III,SSD,16GB,500GB,Michael,Avery,2567372685,joanna51@example.net,Mr. Nathan Douglas,Repairs,Bank Transfer,Online,Low,13513,17784,108,0,742,1022,717,14050,2021-06-29,2021-07-13
North America,Michigan,Ann Arbor,LJ Computers,7,Samsung,Notebook Flash,HDD,16GB,256GB,Ronald,Santana,001-046-253-0768x4770,chad12@example.net,Allen Juarez,Returns,Bank Transfer,Offline,Low,21264,26011,454,0,753,0,252,26000,2022-01-21,N/A
North America,Texas,Round Rock,CK Tech Store,8,Acer,Aspire E 15,HDD,16GB,1TB,Michelle,Cox,334.474.8240x17619,mlove@example.com,Ashley Wright,Second-hand Sales,Cash,Offline,Low,15474,18611,377,0,832,0,721,17661,2022-06-17,N/A
Africa,Tanzania,Kilimanjaro,CK Tech Store,8,Dell,Vostro,HDD,8GB,256GB,Amanda,Parker,053-577-7811x38203,debra90@example.com,Corey Rasmussen,Returns,Bank Transfer,Online,Low,9752,12342,21,0,492,0,487,11472,2023-08-24,2023-09-22
North America,Texas,Laredo,GHI Machines,6,Toshiba,Dynabook,HDD,4GB,500GB,Lindsey,Landry,476-084-7674x624,kwashington@example.org,Lauren Morales,Second-hand Sales,Finance,Online,Low,24356,26892,381,20131,670,0,477,26841,2022-01-12,2022-01-20
Africa,Egypt,Aswan,ABC Computers,10,Samsung,Notebook 9 Pen,SSD,16GB,500GB,Tonya,Hayes,8906414434,bdawson@example.net,Allison Gilbert,New Sales,Finance,Offline,Medium,23984,26988,632,40316,812,0,226,25149,2023-10-23,N/A
North America,Illinois,Champaign,ABC Computers,7,Acer,ConceptD 5,HDD,16GB,500GB,Sarah,Ortiz,(103)624-3981x217,darryl74@example.com,Curtis Tucker,Second-hand Sales,Finance,Offline,Medium,15216,17485,532,29981,556,0,730,17384,2021-03-12,N/A
Africa,Nigeria,Osun,Greens Laptops and PCs,6,HP,ZBook,HDD,4GB,256GB,Robin,Sweeney,965.285.1599x843,harrisallen@example.net,Brian Gonzales,New Sales,Finance,Offline,High,6830,9815,636,36917,420,0,658,7230,2024-01-28,N/A
North America,Georgia,Peachtree City,Western International PCs,6,HP,Pavilion,SSD,2GB,256GB,Cynthia,Morris,205.747.1320,jennifer01@example.com,Christine Ramirez,Second-hand Sales,Bank Transfer,Online,Low,10673,14332,216,0,631,0,228,14268,2023-06-30,2023-07-24
North America,Ohio,Columbus,LJ Computers,9,HP,Envy,HDD,4GB,1TB,Mason,Turner,(339)625-7643,kristina19@example.net,Max Mccann,Returns,Cash,Offline,High,25888,28710,314,0,514,0,695,28500,2023-06-06,N/A
North America,California,Fresno,LJ Computers,5,Acer,ConceptD 5,SSD,16GB,1TB,Sara,Ware,(156)454-8927,jonesdavid@example.org,Sean Rodriguez,New Sales,Cash,Offline,Low,13877,17682,676,0,423,0,414,14618,2022-02-07,N/A
North America,North Carolina,Fayetteville,CK Tech Store,6,Apple,Apple Mac Pro,HDD,16GB,256GB,Allison,Moody,249.555.0124,christine33@example.com,Morgan Moore,Repairs,Cash,Offline,High,26406,30763,340,0,522,2460,954,26698,2023-01-11,N/A
North America,Georgia,Warner Robins,KyaSand Tech Gadgets,5,MSI,GP76 Leopard,HDD,16GB,256GB,Lindsey,Mitchell,826-095-3013,thomas38@example.net,Ashley Thomas,Repairs,Finance,Offline,Medium,5152,7337,240,14401,515,1555,245,6659,2022-03-08,N/A
